gsa_source,gsa_target,spillover_weight
311,62,90821.46798366711
311,66,90821.46798366711
311,67,90821.46798366711
311,70,72399.26639653463
311,71,90821.46798366711
314,12,38149.48789952644
314,18,38148.84022216222
314,187,38146.83441147617
314,211,38149.38003110631
314,222,62026.8358567231
314,226,62026.8358567231
314,25,10077.431350332587
314,266,38149.48789952644
314,29,10077.431350332587
314,317,38149.48789952644
314,358,62024.86652703892
314,411,62026.8358567231
314,42,10077.431350332587
314,43,10077.431350332587
314,470,10077.431350332587
314,490,10077.218256156033
314,518,10073.143493076326
314,528,10077.431350332587
314,530,10077.431350332587
314,537,10077.431350332587
314,538,10077.431350332587
314,541,10072.348946545048
314,544,10077.431350332587
314,545,10077.431350332587
314,65,38101.35246999324
314,73,62020.088654318075
317,10,53102.04273730469
317,13,53100.84197504905
317,17,53102.2501112997
317,19,63890.28814095395
317,206,53099.34416199872
317,214,53091.47823119123
317,220,53083.962453208966
317,222,71617.82312117371
317,226,71617.51044122872
317,23,53101.75245998009
317,231,53090.929673240695
317,237,53102.2501112997
317,269,53102.2501112997
317,271,53102.2501112997
317,298,53094.078407790854
317,30,53102.2501112997
317,301,53100.810341944176
317,302,53102.2501112997
317,308,53092.6554251794
317,33,63888.1296550761
317,34,63887.45081192624
317,358,71614.87977195765
317,360,53102.2501112997
317,41,63890.39925001791
317,411,71617.73751070537
317,47,63890.39925001791
317,57,53102.2501112997
317,59,63890.39720157387
317,62,53102.21227488316
317,66,53102.2501112997
317,67,53101.315514363334
317,69,63853.41689958163
317,70,42330.007884124716
317,71,53102.2501112997
317,73,71609.36316547985
326,222,34409.56809531901
326,226,34409.41786481226
326,25,62808.51247295271
326,29,62807.39842406602
326,358,34408.15393092718
326,411,34409.52696283114
326,42,62808.341741371296
326,43,62808.51247295271
326,470,62808.51247295271
326,490,62806.02055981838
326,518,62780.624696867395
326,528,62808.51247295271
326,530,62808.51247295271
326,537,62808.51247295271
326,538,62808.51247295271
326,541,62775.672704709374
326,544,62808.46821886437
326,545,62808.51247295271
326,73,34405.50341687941
33,10,49261.37443442212
33,13,49261.37443442212
33,17,49261.37443442212
33,206,49260.42856264589
33,214,49253.13131389948
33,219,2285.89332189274
33,220,49246.158903030184
33,223,2285.6725112553245
33,23,49261.37443442212
33,231,49252.6224149637
33,237,49261.37443442212
33,269,49261.37443442212
33,271,49261.37443442212
33,298,49255.54350590783
33,30,49261.37443442212
33,301,49261.37443442212
33,302,49261.37443442212
33,308,49254.223400464274
33,311,2285.898231844178
33,360,49261.37443442212
33,57,49261.37443442212
33,62,49261.37443442212
33,66,49261.37443442212
33,67,49261.37443442212
33,70,39269.681430914185
33,71,49261.37443442212
34,10,49260.85100782052
34,13,49260.85100782052
34,17,49260.85100782052
34,206,49260.42856264589
34,214,49253.13131389948
34,219,2285.873943038662
34,220,49246.158903030184
34,223,2285.6725112553245
34,23,49260.85100782052
34,231,49252.6224149637
34,237,49260.85100782052
34,269,49260.85100782052
34,271,49260.85100782052
34,298,49255.54350590783
34,30,49260.85100782052
34,301,49260.85100782052
34,302,49260.85100782052
34,308,49254.223400464274
34,311,2285.873943038662
34,360,49260.85100782052
34,57,49260.85100782052
34,62,49260.85100782052
34,66,49260.85100782052
34,67,49260.85100782052
34,70,39269.681430914185
34,71,49260.85100782052
343,116,82469.07210403521
343,137,82469.07210403521
343,140,82469.07210403521
343,142,82469.07210403521
343,151,82469.07210403521
343,152,82469.07210403521
343,159,82469.07210403521
343,183,82467.62601575343
343,189,82469.07210403521
343,201,82469.07210403521
343,208,82469.07210403521
343,228,82469.07210403521
343,249,82469.07210403521
343,288,82469.07210403521
343,389,82469.07210403521
343,91,82469.07210403521
343,99,82469.07210403521
358,25,6171.776804916004
358,29,6171.776804916004
358,42,6171.776804916004
358,43,6171.776804916004
358,470,6171.776804916004
358,490,6171.776804916004
358,518,6169.346643404513
358,528,6171.776804916004
358,530,6171.776804916004
358,537,6171.776804916004
358,538,6171.776804916004
358,541,6168.860019444561
358,544,6171.776804916004
358,545,6171.776804916004
360,146,57686.25274063531
360,149,57686.805565663526
360,157,57691.57582766995
360,224,57691.57582766995
360,252,57691.57582766995
360,259,57690.79385007396
360,265,57691.57582766995
360,286,57684.934144581486
360,289,57691.57582766995
360,299,57691.57582766995
360,343,57676.51879451832
360,463,57691.57582766995
389,155,64751.27076982987
389,160,64748.28894715454
389,182,64751.27076982987
389,193,64750.254002253154
389,312,64743.97222939028
389,496,64746.819903390046
389,97,64749.49689574629
39,222,34409.56809531901
39,226,34409.41786481226
39,25,62808.51247295271
39,29,62807.39842406602
39,358,34408.15393092718
39,411,34409.52696283114
39,42,62808.341741371296
39,43,62808.51247295271
39,470,62808.51247295271
39,490,62806.02055981838
39,518,62780.624696867395
39,528,62808.51247295271
39,530,62808.51247295271
39,537,62808.51247295271
39,538,62808.51247295271
39,541,62775.672704709374
39,544,62808.46821886437
39,545,62808.51247295271
39,73,34405.50341687941
394,10,21782.082732312643
394,13,21782.082732312643
394,17,21782.082732312643
394,19,68963.08350836478
394,206,21781.472565540167
394,214,21778.245942711023
394,219,61917.77487867735
394,220,21775.162953372586
394,223,61911.79380195459
394,23,21782.082732312643
394,231,21778.02092298359
394,237,21782.082732312643
394,269,21782.082732312643
394,271,21782.082732312643
394,298,21779.31254110624
394,30,21782.082732312643
394,301,21782.07399591115
394,302,21782.082732312643
394,308,21778.728830380584
394,311,61918.4534629485
394,33,68962.47584635695
394,34,68961.74308575525
394,360,21782.082732312643
394,41,68963.08350836478
394,47,68963.08350836478
394,57,21782.082732312643
394,59,68963.08350836478
394,62,21782.082732312643
394,66,21782.082732312643
394,67,21782.082732312643
394,69,68925.00601314579
394,70,17363.866164038438
394,71,21782.082732312643
40,10,86401.59541812088
40,12,84180.61643064207
40,13,86401.59541812088
40,17,86401.59541812088
40,18,84180.61643064207
40,187,84176.66697554223
40,190,14124.514495363068
40,206,86400.42419883327
40,211,84180.61643064207
40,214,86387.62517524433
40,220,86375.39590167986
40,222,40821.235883273046
40,226,40821.235883273046
40,23,86401.59541812088
40,231,86386.73259096911
40,237,86401.59541812088
40,266,84180.61643064207
40,269,86401.59541812088
40,271,86401.59541812088
40,298,86391.85604409488
40,30,86401.59541812088
40,301,86401.59541812088
40,302,86401.59541812088
40,308,86389.54064259233
40,317,84180.61643064207
40,358,40820.863993005834
40,360,86401.59541812088
40,408,14124.50697948477
40,410,14124.900331548626
40,411,40821.235883273046
40,57,86401.59541812088
40,62,86401.59541812088
40,65,84076.30430323466
40,66,86401.59541812088
40,67,86401.59541812088
40,70,68877.13389397663
40,71,86401.59541812088
40,73,40817.71949784713
41,10,49262.93203944355
41,13,49261.81808852291
41,17,49263.12442095086
41,206,49260.42856264589
41,214,49253.13131389948
41,219,2285.89332189274
41,220,49246.158903030184
41,223,2285.6725112553245
41,23,49262.66274825668
41,231,49252.6224149637
41,237,49263.12442095086
41,269,49263.12442095086
41,271,49263.12442095086
41,298,49255.54350590783
41,30,49263.12442095086
41,301,49261.78874239204
41,302,49263.12442095086
41,308,49254.223400464274
41,311,2285.925628153918
41,360,49263.12442095086
41,57,49263.12442095086
41,62,49263.08931998825
41,66,49263.12442095086
41,67,49262.25739243393
41,70,39269.681430914185
41,71,49263.12442095086
411,25,6172.023085099309
411,29,6171.977652650149
411,42,6172.023085099309
411,43,6172.023085099309
411,470,6172.023085099309
411,490,6171.842252242583
411,518,6169.346643404513
411,528,6172.023085099309
411,530,6172.023085099309
411,537,6172.023085099309
411,538,6172.023085099309
411,541,6168.860019444561
411,544,6172.023085099309
411,545,6172.023085099309
463,116,82490.60148165036
463,137,82490.19865032798
463,140,82490.60148165036
463,142,82486.05479034371
463,151,82490.60148165036
463,152,82490.60148165036
463,159,82490.49498250103
463,183,82467.62601575343
463,189,82490.60148165036
463,201,82489.48688825034
463,208,82480.65832667564
463,228,82481.68700358826
463,249,82489.78714732871
463,288,82488.97554803023
463,389,82490.59697337686
463,91,82490.60148165036
463,99,82490.60148165036
47,10,49262.93203944355
47,13,49261.81808852291
47,17,49263.12442095086
47,206,49260.42856264589
47,214,49253.13131389948
47,219,2285.89332189274
47,220,49246.158903030184
47,223,2285.6725112553245
47,23,49262.66274825668
47,231,49252.6224149637
47,237,49263.12442095086
47,269,49263.12442095086
47,271,49263.12442095086
47,298,49255.54350590783
47,30,49263.12442095086
47,301,49261.78874239204
47,302,49263.12442095086
47,308,49254.223400464274
47,311,2285.925628153918
47,360,49263.12442095086
47,57,49263.12442095086
47,62,49263.08931998825
47,66,49263.12442095086
47,67,49262.25739243393
47,70,39269.681430914185
47,71,49263.12442095086
481,222,34409.56809531901
481,226,34409.41786481226
481,25,62808.50696730994
481,29,62807.39842406602
481,358,34408.15393092718
481,411,34409.52696283114
481,42,62808.341741371296
481,43,62808.50696730994
481,470,62808.50696730994
481,490,62806.02055981838
481,518,62780.624696867395
481,528,62808.50696730994
481,530,62808.50696730994
481,537,62808.50696730994
481,538,62808.50696730994
481,541,62775.672704709374
481,544,62808.46821886437
481,545,62808.50696730994
481,73,34405.50341687941
482,222,34409.08800331237
482,226,34409.08800331237
482,25,62807.059519896
482,29,62807.059519896
482,358,34408.15393092718
482,411,34409.08800331237
482,42,62807.059519896
482,43,62807.059519896
482,470,62807.059519896
482,490,62806.02055981838
482,518,62780.624696867395
482,528,62807.059519896
482,530,62807.059519896
482,537,62807.059519896
482,538,62807.059519896
482,541,62775.672704709374
482,544,62807.059519896
482,545,62807.059519896
482,73,34405.50341687941
484,222,34409.565649058386
484,226,34409.41786481226
484,25,62807.931368774895
484,29,62807.39842406602
484,358,34408.15393092718
484,411,34409.52696283114
484,42,62807.931368774895
484,43,62807.931368774895
484,470,62807.931368774895
484,490,62806.02055981838
484,518,62780.624696867395
484,528,62807.931368774895
484,530,62807.931368774895
484,537,62807.931368774895
484,538,62807.931368774895
484,541,62775.672704709374
484,544,62807.931368774895
484,545,62807.931368774895
484,73,34405.50341687941
506,222,34409.56809531901
506,226,34409.41786481226
506,25,62808.51232038145
506,29,62807.39842406602
506,358,34408.15393092718
506,411,34409.52696283114
506,42,62808.341741371296
506,43,62808.51232038145
506,470,62808.51232038145
506,490,62806.02055981838
506,518,62780.624696867395
506,528,62808.51232038145
506,530,62808.51232038145
506,537,62808.51232038145
506,538,62808.51232038145
506,541,62775.672704709374
506,544,62808.46821886437
506,545,62808.51232038145
506,73,34405.50341687941
507,222,34409.56809531901
507,226,34409.41786481226
507,25,62808.51247295271
507,29,62807.39842406602
507,358,34408.15393092718
507,411,34409.52696283114
507,42,62808.341741371296
507,43,62808.51247295271
507,470,62808.51247295271
507,490,62806.02055981838
507,518,62780.624696867395
507,528,62808.51247295271
507,530,62808.51247295271
507,537,62808.51247295271
507,538,62808.51247295271
507,541,62775.672704709374
507,544,62808.46821886437
507,545,62808.51247295271
507,73,34405.50341687941
508,222,34409.56809531901
508,226,34409.41786481226
508,25,62808.51247295271
508,29,62807.39842406602
508,358,34408.15393092718
508,411,34409.52696283114
508,42,62808.341741371296
508,43,62808.51247295271
508,470,62808.51247295271
508,490,62806.02055981838
508,518,62780.624696867395
508,528,62808.51247295271
508,530,62808.51247295271
508,537,62808.51247295271
508,538,62808.51247295271
508,541,62775.672704709374
508,544,62808.46821886437
508,545,62808.51247295271
508,73,34405.50341687941
514,222,34355.124686298805
514,226,34355.124686298805
514,25,62708.560040245866
514,29,62708.560040245866
514,358,34355.124686298805
514,411,34355.124686298805
514,42,62708.560040245866
514,43,62708.560040245866
514,470,62708.560040245866
514,490,62708.560040245866
514,518,62708.560040245866
514,528,62708.560040245866
514,530,62708.560040245866
514,537,62708.560040245866
514,538,62708.560040245866
514,541,62708.560040245866
514,544,62708.560040245866
514,545,62708.560040245866
514,73,34355.124686298805
515,222,34409.56809531901
515,226,34409.41786481226
515,25,62808.51247295271
515,29,62807.39842406602
515,358,34408.15393092718
515,411,34409.52696283114
515,42,62808.341741371296
515,43,62808.51247295271
515,470,62808.51247295271
515,490,62806.02055981838
515,518,62780.624696867395
515,528,62808.51247295271
515,530,62808.51247295271
515,537,62808.51247295271
515,538,62808.51247295271
515,541,62775.672704709374
515,544,62808.46821886437
515,545,62808.51247295271
515,73,34405.50341687941
517,222,34373.33535200391
517,226,34373.33535200391
517,25,62741.80004837184
517,29,62741.80004837184
517,358,34373.33535200391
517,411,34373.33535200391
517,42,62741.80004837184
517,43,62741.80004837184
517,470,62741.80004837184
517,490,62741.80004837184
517,518,62741.80004837184
517,528,62741.80004837184
517,530,62741.80004837184
517,537,62741.80004837184
517,538,62741.80004837184
517,541,62741.80004837184
517,544,62741.80004837184
517,545,62741.80004837184
517,73,34373.33535200391
523,222,34409.56809531901
523,226,34409.41786481226
523,25,62808.51247295271
523,29,62807.39842406602
523,358,34408.15393092718
523,411,34409.52696283114
523,42,62808.341741371296
523,43,62808.51247295271
523,470,62808.51247295271
523,490,62806.02055981838
523,518,62780.624696867395
523,528,62808.51247295271
523,530,62808.51247295271
523,537,62808.51247295271
523,538,62808.51247295271
523,541,62775.672704709374
523,544,62808.46821886437
523,545,62808.51247295271
523,73,34405.50341687941
57,146,57686.25274063531
57,149,57686.805565663526
57,157,57691.57582766995
57,224,57691.57582766995
57,252,57691.57582766995
57,259,57690.79385007396
57,265,57691.57582766995
57,286,57684.934144581486
57,289,57691.57582766995
57,299,57691.57582766995
57,343,57676.51879451832
57,463,57691.57582766995
59,10,49262.93203944355
59,13,49261.81808852291
59,17,49263.122841484226
59,206,49260.42856264589
59,214,49253.13131389948
59,219,2285.89332189274
59,220,49246.158903030184
59,223,2285.6725112553245
59,23,49262.66274825668
59,231,49252.6224149637
59,237,49263.122841484226
59,269,49263.122841484226
59,271,49263.122841484226
59,298,49255.54350590783
59,30,49263.122841484226
59,301,49261.78874239204
59,302,49263.122841484226
59,308,49254.223400464274
59,311,2285.925628153918
59,360,49263.122841484226
59,57,49263.122841484226
59,62,49263.08931998825
59,66,49263.122841484226
59,67,49262.25739243393
59,70,39269.681430914185
59,71,49263.122841484226
61,10,21782.14602243998
61,13,21782.086971883204
61,17,21782.14602243998
61,19,68963.28388784136
61,206,21781.472565540167
61,214,21778.245942711023
61,219,61917.77487867735
61,220,21775.162953372586
61,223,61911.79380195459
61,23,21782.14602243998
61,231,21778.02092298359
61,237,21782.14602243998
61,269,21782.14602243998
61,271,21782.14602243998
61,298,21779.31254110624
61,30,21782.14602243998
61,301,21782.07399591115
61,302,21782.14602243998
61,308,21778.728830380584
61,311,61918.633373513185
61,33,68962.47584635695
61,34,68961.74308575525
61,360,21782.14602243998
61,41,68963.28388784136
61,47,68963.28388784136
61,57,21782.14602243998
61,59,68963.28388784136
61,62,21782.14602243998
61,66,21782.14602243998
61,67,21782.14602243998
61,69,68925.00601314579
61,70,17363.866164038438
61,71,21782.14602243998
62,146,57686.25274063531
62,149,57686.805565663526
62,157,57691.53472126694
62,224,57691.53472126694
62,252,57691.53472126694
62,259,57690.79385007396
62,265,57691.53472126694
62,286,57684.934144581486
62,289,57691.53472126694
62,299,57691.53472126694
62,343,57676.51879451832
62,463,57691.53472126694
65,10,53034.26519596236
65,13,53034.26519596236
65,17,53034.26519596236
65,19,63808.60265242031
65,206,53034.26519596236
65,214,53034.26519596236
65,220,53034.26519596236
65,222,71526.79005931239
65,226,71526.79005931239
65,23,53034.26519596236
65,231,53034.26519596236
65,237,53034.26519596236
65,269,53034.26519596236
65,271,53034.26519596236
65,298,53034.26519596236
65,30,53034.26519596236
65,301,53034.26519596236
65,302,53034.26519596236
65,308,53034.26519596236
65,33,63808.60265242031
65,34,63808.60265242031
65,358,71526.79005931239
65,360,53034.26519596236
65,41,63808.60265242031
65,411,71526.79005931239
65,47,63808.60265242031
65,57,53034.26519596236
65,59,63808.60265242031
65,62,53034.26519596236
65,66,53034.26519596236
65,67,53034.26519596236
65,69,63808.60265242031
65,70,42330.007884124716
65,71,53034.26519596236
65,73,71526.79005931239
66,146,57686.25274063531
66,149,57686.805565663526
66,157,57691.57582766995
66,224,57691.57582766995
66,252,57691.57582766995
66,259,57690.79385007396
66,265,57691.57582766995
66,286,57684.934144581486
66,289,57691.57582766995
66,299,57691.57582766995
66,343,57676.51879451832
66,463,57691.57582766995
67,146,57686.25274063531
67,149,57686.805565663526
67,157,57690.56045883134
67,224,57690.56045883134
67,252,57690.56045883134
67,259,57690.56045883134
67,265,57690.56045883134
67,286,57684.934144581486
67,289,57690.56045883134
67,299,57690.56045883134
67,343,57676.51879451832
67,463,57690.56045883134
68,10,21648.701755146536
68,13,21648.701755146536
68,17,21648.701755146536
68,19,68540.7931525813
68,206,21648.701755146536
68,214,21648.701755146536
68,219,61539.30037970129
68,220,21648.701755146536
68,223,61539.30037970129
68,23,21648.701755146536
68,231,21648.701755146536
68,237,21648.701755146536
68,269,21648.701755146536
68,271,21648.701755146536
68,298,21648.701755146536
68,30,21648.701755146536
68,301,21648.701755146536
68,302,21648.701755146536
68,308,21648.701755146536
68,311,61539.30037970129
68,33,68540.7931525813
68,34,68540.7931525813
68,360,21648.701755146536
68,41,68540.7931525813
68,47,68540.7931525813
68,57,21648.701755146536
68,59,68540.7931525813
68,62,21648.701755146536
68,66,21648.701755146536
68,67,21648.701755146536
68,69,68540.7931525813
68,70,17363.866164038438
68,71,21648.701755146536
69,10,49234.60892954202
69,13,49234.60892954202
69,17,49234.60892954202
69,206,49234.60892954202
69,214,49234.60892954202
69,219,2284.6562198016336
69,220,49234.60892954202
69,223,2284.6562198016336
69,23,49234.60892954202
69,231,49234.60892954202
69,237,49234.60892954202
69,269,49234.60892954202
69,271,49234.60892954202
69,298,49234.60892954202
69,30,49234.60892954202
69,301,49234.60892954202
69,302,49234.60892954202
69,308,49234.60892954202
69,311,2284.6562198016336
69,360,49234.60892954202
69,57,49234.60892954202
69,62,49234.60892954202
69,66,49234.60892954202
69,67,49234.60892954202
69,70,39269.681430914185
69,71,49234.60892954202
7,12,38149.90717782611
7,18,38148.84022216222
7,187,38146.83441147617
7,211,38149.38003110631
7,222,62027.41572970252
7,226,62027.14492101142
7,25,10077.618083311236
7,266,38149.83513805316
7,29,10077.439334304705
7,317,38150.19480263119
7,358,62024.86652703892
7,411,62027.341583409325
7,42,10077.590689450046
7,43,10077.618083311236
7,470,10077.618083311236
7,490,10077.218256156033
7,518,10073.143493076326
7,528,10077.618083311236
7,530,10077.618083311236
7,537,10077.618083311236
7,538,10077.618083311236
7,541,10072.348946545048
7,544,10077.610982748218
7,545,10077.618083311236
7,65,38101.35246999324
7,73,62020.088654318075
70,146,45988.34991952993
70,149,45988.34991952993
70,157,45988.34991952993
70,224,45988.34991952993
70,252,45988.34991952993
70,259,45988.34991952993
70,265,45988.34991952993
70,286,45988.34991952993
70,289,45988.34991952993
70,299,45988.34991952993
70,343,45988.34991952993
70,463,45988.34991952993
71,146,57686.25274063531
71,149,57686.805565663526
71,157,57691.57582766995
71,224,57691.57582766995
71,252,57691.57582766995
71,259,57690.79385007396
71,265,57691.57582766995
71,286,57684.934144581486
71,289,57691.57582766995
71,299,57691.57582766995
71,343,57676.51879451832
71,463,57691.57582766995
73,25,6171.301383271647
73,29,6171.301383271647
73,42,6171.301383271647
73,43,6171.301383271647
73,470,6171.301383271647
73,490,6171.301383271647
73,518,6169.346643404513
73,528,6171.301383271647
73,530,6171.301383271647
73,537,6171.301383271647
73,538,6171.301383271647
73,541,6168.860019444561
73,544,6171.301383271647
73,545,6171.301383271647
91,155,64751.27430861427
91,160,64748.28894715454
91,182,64751.27430861427
91,193,64750.254002253154
91,312,64743.97222939028
91,496,64746.819903390046
91,97,64749.49689574629
99,155,64751.27430861427
99,160,64748.28894715454
99,182,64751.27430861427
99,193,64750.254002253154
99,312,64743.97222939028
99,496,64746.819903390046
99,97,64749.49689574629
