cdl_year,county_fips5,cdl_value,category,pixel_count,acreage
2012,06047,41,Sugarbeets,8,1.8
2012,06047,42,Dry Beans,547,121.6
2012,06047,43,Potatoes,2,0.4
2012,06047,44,Other Crops,3133,696.8
2012,06047,46,Sweet Potatoes,49779,11070.6
2012,06047,48,Watermelons,1437,319.6
2012,06047,49,Onions,847,188.4
2012,06047,53,Peas,2826,628.5
2012,06047,54,Tomatoes,107594,23928.3
2012,06047,57,Herbs,13,2.9
2012,06047,58,Clover/Wildflowers,2543,565.5
2012,06047,61,Fallow/Idle Cropland,133491,29687.7
2012,06047,66,Cherries,292,64.9
2012,06047,67,Peaches,1576,350.5
2012,06047,69,Grapes,119759,26633.8
2012,06047,71,Other Tree Crops,1211,269.3
2012,06047,74,Pecans,1,0.2
2012,06047,75,Almonds,500533,111315.9
2012,06047,76,Walnuts,7085,1575.7
2012,06047,77,Pears,1,0.2
2012,06047,111,Open Water,83065,18473.2
2012,06047,121,Developed/Open Space,216015,48040.6
2012,06047,122,Developed/Low Intensity,82133,18265.9
2012,06047,123,Developed/Medium Intensity,51248,11397.3
2012,06047,124,Developed/High Intensity,6009,1336.4
2012,06047,131,Barren,35013,7786.7
2012,06047,141,Deciduous Forest,101,22.5
2012,06047,142,Evergreen Forest,2261,502.8
2012,06047,143,Mixed Forest,66750,14844.8
2012,06047,152,Shrubland,164928,36679.1
2012,06047,176,Grass/Pasture,2144886,477011.2
2012,06047,190,Woody Wetlands,29970,6665.2
2012,06047,195,Herbaceous Wetlands,361172,80322.7
2012,06047,204,Pistachios,32790,7292.3
2012,06047,205,Triticale,3108,691.2
2012,06047,206,Carrots,56,12.5
2012,06047,208,Garlic,72,16.0
2012,06047,209,Cantaloupes,5366,1193.4
2012,06047,211,Olives,3310,736.1
2012,06047,212,Oranges,53,11.8
2012,06047,213,Honeydew Melons,385,85.6
2012,06047,214,Broccoli,6,1.3
2012,06047,216,Peppers,274,60.9
2012,06047,217,Pomegranates,2592,576.4
2012,06047,218,Nectarines,3,0.7
2012,06047,220,Plums,2396,532.9
2012,06047,221,Strawberries,18,4.0
2012,06047,223,Apricots,37,8.2
2012,06047,224,Vetch,178,39.6
2012,06047,225,Dbl Crop WinWht/Corn,70319,15638.6
2012,06047,226,Dbl Crop Oats/Corn,172658,38398.2
2012,06047,227,Lettuce,75,16.7
2012,06047,235,Dbl Crop Barley/Sorghum,161,35.8
2012,06047,236,Dbl Crop WinWht/Sorghum,94,20.9
2012,06047,237,Dbl Crop Barley/Corn,1,0.2
2012,06047,238,Dbl Crop WinWht/Cotton,50,11.1
2012,06047,242,Blueberries,9,2.0
2012,06077,1,Corn,333808,74237.1
2012,06077,2,Cotton,523,116.3
2012,06077,3,Rice,18921,4207.9
2012,06077,4,Sorghum,1642,365.2
2012,06077,6,Sunflowers,8,1.8
2012,06077,12,Sweet Corn,3910,869.6
2012,06077,21,Barley,61,13.6
2012,06077,22,Durum Wheat,2,0.4
2012,06077,23,Spring Wheat,1,0.2
2012,06077,24,Winter Wheat,143016,31806.0
2012,06077,27,Rye,2990,665.0
2012,06077,28,Oats,102579,22813.0
2012,06077,33,Safflower,27733,6167.7
2012,06077,36,Alfalfa,336184,74765.5
2012,06077,37,Other Hay/Non Alfalfa,66486,14786.1
2012,06077,41,Sugarbeets,86,19.1
2012,06077,42,Dry Beans,12700,2824.4
2012,06077,43,Potatoes,896,199.3
2012,06077,44,Other Crops,59,13.1
2012,06077,46,Sweet Potatoes,87,19.3
2012,06077,47,Misc Vegs & Fruits,64,14.2
2012,06077,48,Watermelons,2765,614.9
2012,06077,49,Onions,11556,2570.0
2012,06077,50,Cucumbers,1973,438.8
2012,06077,53,Peas,4953,1101.5
2012,06077,54,Tomatoes,170802,37985.5
2012,06077,57,Herbs,17,3.8
2012,06077,58,Clover/Wildflowers,11123,2473.7
2012,06077,59,Sod/Grass Seed,335,74.5
2012,06077,61,Fallow/Idle Cropland,109083,24259.5
2012,06077,66,Cherries,90816,20197.0
2012,06077,67,Peaches,1802,400.8
2012,06077,68,Apples,3122,694.3
2012,06077,69,Grapes,377187,83884.4
2012,06077,71,Other Tree Crops,2,0.4
2012,06077,74,Pecans,1,0.2
2012,06077,75,Almonds,230911,51353.4
2012,06077,76,Walnuts,299929,66702.6
2012,06077,77,Pears,1519,337.8
2012,06077,111,Open Water,94592,21036.8
2012,06077,121,Developed/Open Space,157750,35082.8
2012,06077,122,Developed/Low Intensity,135885,30220.1
2012,06077,123,Developed/Medium Intensity,187627,41727.2
2012,06077,124,Developed/High Intensity,57718,12836.2
2012,06077,131,Barren,2759,613.6
2012,06077,141,Deciduous Forest,702,156.1
2012,06077,142,Evergreen Forest,51,11.3
2012,06077,143,Mixed Forest,30103,6694.7
2012,06077,152,Shrubland,76785,17076.6
2012,06077,176,Grass/Pasture,785121,174606.7
2012,06077,190,Woody Wetlands,22250,4948.3
2012,06077,195,Herbaceous Wetlands,31627,7033.7
2012,06077,204,Pistachios,70,15.6
2012,06077,205,Triticale,27189,6046.7
2012,06077,206,Carrots,255,56.7
2012,06077,207,Asparagus,9818,2183.5
2012,06077,209,Cantaloupes,61,13.6
2012,06077,211,Olives,11325,2518.6
2012,06077,212,Oranges,4,0.9
2012,06077,214,Broccoli,159,35.4
2012,06077,216,Peppers,791,175.9
2012,06077,217,Pomegranates,686,152.6
2012,06077,218,Nectarines,2,0.4
2012,06077,220,Plums,4,0.9
2012,06077,222,Squash,1690,375.8
2012,06077,223,Apricots,2426,539.5
2012,06077,225,Dbl Crop WinWht/Corn,19489,4334.2
2012,06077,226,Dbl Crop Oats/Corn,72990,16232.6
2012,06077,229,Pumpkins,42,9.3
2012,06077,236,Dbl Crop WinWht/Sorghum,599,133.2
2012,06077,237,Dbl Crop Barley/Corn,2,0.4
2012,06077,242,Blueberries,705,156.8
2012,06077,243,Cabbage,31,6.9
2012,06099,1,Corn,22875,5087.3
2012,06099,2,Cotton,4917,1093.5
2012,06099,3,Rice,4784,1063.9
2012,06099,4,Sorghum,6,1.3
2012,06099,6,Sunflowers,10,2.2
2012,06099,12,Sweet Corn,3039,675.9
2012,06099,21,Barley,153,34.0
2012,06099,22,Durum Wheat,7,1.6
2012,06099,23,Spring Wheat,1176,261.5
2012,06099,24,Winter Wheat,34561,7686.2
2012,06099,27,Rye,8125,1807.0
2012,06099,28,Oats,83193,18501.7
2012,06099,33,Safflower,609,135.4
2012,06099,36,Alfalfa,193607,43057.2
2012,06099,37,Other Hay/Non Alfalfa,178377,39670.1
2012,06099,38,Camelina,678,150.8
2012,06099,41,Sugarbeets,4,0.9
2012,06099,42,Dry Beans,12230,2719.9
2012,06099,44,Other Crops,118,26.2
2012,06099,46,Sweet Potatoes,3631,807.5
2012,06099,48,Watermelons,58,12.9
2012,06099,49,Onions,185,41.1
2012,06099,50,Cucumbers,13,2.9
2012,06099,53,Peas,1186,263.8
2012,06099,54,Tomatoes,61907,13767.8
2012,06099,57,Herbs,9,2.0
2012,06099,58,Clover/Wildflowers,37168,8266.0
2012,06099,59,Sod/Grass Seed,1,0.2
2012,06099,61,Fallow/Idle Cropland,21003,4671.0
2012,06099,66,Cherries,11005,2447.5
2012,06099,67,Peaches,3559,791.5
2012,06099,68,Apples,4,0.9
2012,06099,69,Grapes,33622,7477.4
2012,06099,71,Other Tree Crops,2830,629.4
2012,06099,74,Pecans,2,0.4
2012,06099,75,Almonds,510136,113451.5
2012,06099,76,Walnuts,98651,21939.5
2012,06099,111,Open Water,51828,11526.3
2012,06099,121,Developed/Open Space,174175,38735.6
2012,06099,122,Developed/Low Intensity,108242,24072.4
2012,06099,123,Developed/Medium Intensity,121920,27114.4
2012,06099,124,Developed/High Intensity,30853,6861.5
2012,06099,131,Barren,12999,2890.9
2012,06099,141,Deciduous Forest,830,184.6
2012,06099,142,Evergreen Forest,206,45.8
2012,06099,143,Mixed Forest,212401,47236.8
2012,06099,152,Shrubland,471504,104860.0
2012,06099,176,Grass/Pasture,1584223,352322.7
2012,06099,190,Woody Wetlands,43680,9714.2
2012,06099,195,Herbaceous Wetlands,46241,10283.8
2012,06099,204,Pistachios,266,59.2
2012,06099,205,Triticale,4384,975.0
2012,06099,206,Carrots,4,0.9
2012,06099,207,Asparagus,129,28.7
2012,06099,208,Garlic,6,1.3
2012,06099,209,Cantaloupes,214,47.6
2012,06099,211,Olives,3621,805.3
2012,06099,213,Honeydew Melons,15,3.3
2012,06099,214,Broccoli,26,5.8
2012,06099,216,Peppers,27,6.0
2012,06099,217,Pomegranates,262,58.3
2012,06099,218,Nectarines,30,6.7
2012,06099,219,Greens,48,10.7
2012,06099,220,Plums,47,10.5
2012,06099,221,Strawberries,2,0.4
2012,06099,222,Squash,3,0.7
2012,06099,223,Apricots,9086,2020.7
2012,06099,224,Vetch,1262,280.7
2012,06099,225,Dbl Crop WinWht/Corn,39786,8848.2
2012,06099,226,Dbl Crop Oats/Corn,104555,23252.5
2012,06099,227,Lettuce,1,0.2
2012,06099,229,Pumpkins,1,0.2
2012,06099,235,Dbl Crop Barley/Sorghum,24,5.3
2012,06099,236,Dbl Crop WinWht/Sorghum,1,0.2
2012,06099,238,Dbl Crop WinWht/Cotton,1,0.2
2012,06099,242,Blueberries,2,0.4
2012,06107,1,Corn,128601,28600.2
2012,06107,2,Cotton,110566,24589.3
2012,06107,3,Rice,14,3.1
2012,06107,4,Sorghum,1636,363.8
2012,06107,12,Sweet Corn,159,35.4
2012,06107,21,Barley,9848,2190.1
2012,06107,22,Durum Wheat,211,46.9
2012,06107,24,Winter Wheat,225052,50050.4
2012,06107,27,Rye,4,0.9
2012,06107,28,Oats,65960,14669.2
2012,06107,33,Safflower,494,109.9
2012,06107,36,Alfalfa,394247,87678.4
2012,06107,37,Other Hay/Non Alfalfa,2583,574.4
2012,06107,38,Camelina,5,1.1
2012,06107,42,Dry Beans,190,42.3
2012,06107,43,Potatoes,1272,282.9
2012,06107,44,Other Crops,2101,467.3
2012,06107,47,Misc Vegs & Fruits,2165,481.5
2012,06107,48,Watermelons,90,20.0
2012,06107,49,Onions,777,172.8
2012,06107,53,Peas,3996,888.7
2012,06107,54,Tomatoes,1710,380.3
2012,06107,57,Herbs,111,24.7
2012,06107,58,Clover/Wildflowers,2,0.4
2012,06107,59,Sod/Grass Seed,7,1.6
2012,06107,61,Fallow/Idle Cropland,524700,116690.5
2012,06107,66,Cherries,4993,1110.4
2012,06107,67,Peaches,7657,1702.9
2012,06107,68,Apples,1930,429.2
2012,06107,69,Grapes,231186,51414.5
2012,06107,71,Other Tree Crops,12722,2829.3
2012,06107,72,Citrus,25120,5586.6
2012,06107,74,Pecans,1388,308.7
2012,06107,75,Almonds,288806,64228.9
2012,06107,76,Walnuts,212898,47347.4
2012,06107,77,Pears,2959,658.1
2012,06107,111,Open Water,33760,7508.0
2012,06107,112,Perennial Ice/Snow,1116,248.2
2012,06107,121,Developed/Open Space,225819,50220.9
2012,06107,122,Developed/Low Intensity,88134,19600.5
2012,06107,123,Developed/Medium Intensity,106847,23762.2
2012,06107,124,Developed/High Intensity,16591,3689.7
2012,06107,131,Barren,688141,153038.9
2012,06107,141,Deciduous Forest,114458,25454.8
2012,06107,142,Evergreen Forest,4096330,911001.9
2012,06107,143,Mixed Forest,2345,521.5
2012,06107,152,Shrubland,2805115,623842.6
2012,06107,176,Grass/Pasture,2332930,518831.1
2012,06107,190,Woody Wetlands,7700,1712.4
2012,06107,195,Herbaceous Wetlands,2583,574.4
2012,06107,204,Pistachios,154715,34407.8
2012,06107,205,Triticale,8527,1896.4
2012,06107,206,Carrots,314,69.8
2012,06107,208,Garlic,541,120.3
2012,06107,209,Cantaloupes,23,5.1
2012,06107,211,Olives,54754,12177.0
2012,06107,212,Oranges,376918,83824.5
2012,06107,214,Broccoli,1,0.2
2012,06107,216,Peppers,16,3.6
2012,06107,217,Pomegranates,20069,4463.2
2012,06107,218,Nectarines,4944,1099.5
2012,06107,220,Plums,25731,5722.4
2012,06107,221,Strawberries,2,0.4
2012,06107,225,Dbl Crop WinWht/Corn,430585,95759.8
2012,06107,226,Dbl Crop Oats/Corn,5015,1115.3
2012,06107,227,Lettuce,376,83.6
2012,06107,229,Pumpkins,1,0.2
2012,06107,235,Dbl Crop Barley/Sorghum,1132,251.8
2012,06107,236,Dbl Crop WinWht/Sorghum,50344,11196.2
2012,06107,237,Dbl Crop Barley/Corn,2036,452.8
2012,06107,238,Dbl Crop WinWht/Cotton,7,1.6
2012,06107,242,Blueberries,274,60.9
2012,06107,243,Cabbage,50,11.1
2012,06107,244,Cauliflower,1,0.2
